Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Ireland,2014,IRL,361000.0,879200.0,943800.0,72200.0,17688.0,826.0,14847.0,,2675.01,2106.8,165.44,130.3,787.84,684.3,,,,0.04,1.14,,,383.0,10395.0,,,,1014.0,0.05,21704.0,1.09,,,1.08,0.07,0.35,,37.77,47.89,,,724297.0,15.6,217561.0,4.7,195947.0,4.2,61000.0,902900.0,46.625,,,2256200.0,389.219,,146.858,34.0738,68.244,0.3667,27.0538,83.9,,33494.0,3767.46,2967.2,,,,16.5,40.3,43.2,,1.52,3.08,45.6,43.3,19.7,37.0,,1980100.0
Ireland,2015,IRL,355400.0,860000.0,996700.0,71500.0,18383.0,951.0,12718.0,,2630.47,2233.1,160.44,136.2,819.9,764.0,,,0.67,0.05,0.98,,6336.0,449.0,9227.0,,26337.0,1.28,1142.0,0.06,19274.0,0.94,,,0.85,0.05,0.29,,39.32,47.87,,24.06,805635.0,17.2,246053.0,5.3,206428.0,4.4,66300.0,921800.0,48.815,,,2283600.0,395.749,,149.586,27.4834,82.398,2.5,30.0279,84.6,1.7,32052.0,3661.88,3108.7,16012.0,46752.0,2.27,16.1,38.9,45.1,34.25,1.18,3.24,45.03,44.5,18.9,36.5,,2047000.0
Ireland,2016,IRL,355600.0,884400.0,1015200.0,72700.0,18203.0,933.0,10590.0,,2708.91,2292.8,157.73,133.5,,817.0,,,,,0.82,,,,8060.0,,,,,,16843.0,0.79,,,0.84,0.05,,,,47.85,,,,,,,,,69400.0,946600.0,49.5,,,2327900.0,,,,,,,,,,29726.0,3751.34,3175.1,,,,15.8,39.2,45.0,,1.17,3.27,44.6,45.1,18.6,36.3,,2122200.0
Ireland,2017,IRL,312400.0,874200.0,1071400.0,94400.0,19542.0,1051.0,,,3236.41,2770.2,166.36,142.4,,,,,0.71,0.05,,,7130.0,536.0,,,27320.0,1.25,1288.0,0.06,,,,,0.93,0.05,,,41.61,,,26.1,,,,,,,65300.0,970000.0,50.9,84.9,71.9,2352300.0,,,,,,,,,1.8,35771.0,4293.83,3675.3,18167.0,50460.0,2.3,13.8,38.7,47.5,36.0,1.24,2.99,44.41,46.5,17.5,36.0,,2184100.0
Ireland,2018,IRL,,,,,18956.0,1196.0,,,2656.93,2292.83,183.79,158.605,,,,,,,,,,,,,,,,,,,,,0.71,0.05,,,,,,,,,,,,,62900.0,995500.0,,,,,,,,,,,,,,35817.0,3745.12,3231.89,,,,,,,,1.0,2.8,44.33,46.9,16.8,36.2,,2245800.0
Ireland,2019,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63100.0,1039400.0,,,,,,,,,,,,,,,,,,,,,,,,,2.73,44.98,47.3,16.3,36.4,,2310800.0
Israel,2000,ISR,417650.0,1011330.0,998090.0,,,,,,5707.96,17080.1,228.25,683.0,984.48,3302.0,53.14,159.0,,,,,,,,,,,,,,,,,3.17,0.13,0.61,0.03,,,,,,,,,,,,,,,,2441820.0,1443.28,,826.755,140.266,234.573,13.9998,129.355,229.7,,,7092.84,21224.1,,,,17.1,41.4,40.9,,3.93,,,,,,,
Israel,2001,ISR,413020.0,1031630.0,1041970.0,,,,,,6108.27,18598.1,224.81,684.5,1039.19,3547.6,60.46,184.1,,,,,,,,,,,,,,,,,3.38,0.12,0.65,0.03,,,,,,,,,,,,,,,,2504090.0,1360.43,,688.769,173.705,241.86,15.5001,194.359,211.5,,,7558.67,23014.2,,,,16.5,41.2,41.6,,4.18,,,,,,,
Israel,2002,ISR,406120.0,1046830.0,1080580.0,,,,,,5962.91,18979.3,210.91,671.3,1070.67,3820.4,73.3,233.3,,,,,,,,,,,,,,,,,3.31,0.12,0.67,0.04,,,,,,,,,,,,,,,,2551780.0,1266.96,,578.345,148.183,265.523,16.4668,182.232,193.1,,,7447.41,23704.3,,,,15.9,41.0,42.3,,4.13,,,,,,,
Israel,2003,ISR,387890.0,1080940.0,1124160.0,,,,,,5566.34,17656.5,219.01,694.7,1107.25,3935.5,70.46,223.5,,,,,,,,,,,,,,,,,3.05,0.12,0.68,0.04,,,,,,,,,,,,,,,,2616110.0,1384.31,,646.634,186.363,266.495,19.1582,232.005,207.2,,,7096.5,22510.2,,,,14.8,41.3,43.0,,3.89,,,,,,,
Israel,2004,ISR,394240.0,1079220.0,1183930.0,,,,,,5942.04,18869.3,217.44,690.5,1045.29,3717.6,76.36,242.5,,,,,,,,,,,,,,,,,3.11,0.11,0.61,0.04,,,,,,,,,,,,,,,,2686820.0,1565.64,,703.885,182.997,322.262,17.4048,209.628,230.2,,,7406.54,23519.9,,,,14.7,40.2,44.1,,3.87,,,,,,,
Israel,2005,ISR,400060.0,1094910.0,1222620.0,,,,,,6569.93,21102.6,215.75,693.0,1069.39,3847.6,77.86,250.1,,,,,,,,,,,,,,,,,3.3,0.11,0.6,0.04,,,,,,,,,,,,,,,,2748220.0,1817.56,,834.01,162.535,345.518,38.7334,241.423,262.6,,,8061.43,25893.3,,,,14.6,39.8,44.5,,4.05,,,,,,,
Israel,2006,ISR,406590.0,1133760.0,1246230.0,,,,,,7138.31,23258.9,161.52,526.3,1153.23,4211.5,130.34,424.7,,,,,,,,,,,,,,,,,3.39,0.08,0.61,0.06,,,,,,,,,,,,,,,,2817160.0,1933.34,,908.851,152.14,340.1,13.4143,222.011,274.3,,,8722.71,28421.4,,,,14.4,40.2,44.2,,4.14,,,,,,,
Israel,2007,ISR,396740.0,1177280.0,1298880.0,,,,,,8302.13,27319.4,173.16,569.8,1142.36,4204.41,127.24,418.7,,,,,,,,,52600.0,1.95,,,8988.0,0.33,,,3.72,0.08,0.57,0.06,,,,,,,,,,,,,,,,2903660.0,2025.03,,851.457,198.681,390.457,26.9527,221.683,282.1,,,9880.21,32512.3,,,,13.7,40.5,44.7,,4.42,,,,,,,
Israel,2008,ISR,392540.0,1209000.0,1337700.0,,,,,,8323.6,27955.7,178.62,599.9,1234.78,4656.4,136.16,457.3,,,,,,,,,52800.0,1.9,,,9152.0,0.33,,,3.61,0.08,0.6,0.06,,,,,,,,,,,,,,,,2964400.0,1727.71,,720.226,173.4,324.813,25.6333,188.717,236.4,,,10024.8,33669.3,,,,13.2,40.8,45.1,,4.34,,,,,,,
Israel,2009,ISR,388280.0,1240320.0,1416530.0,,,,,,8052.08,28165.5,178.59,624.7,1147.14,4490.6,124.87,436.8,,,,,,,,,,,,,,,,,3.45,0.08,0.55,0.05,,,,,,,,,,,,,,,,3072830.0,1622.61,,663.105,138.286,335.297,19.5916,158.495,216.8,,,9639.34,33717.6,,,,12.6,40.4,46.1,,4.13,,,,,,,
Israel,2010,ISR,396220.0,1264890.0,1473380.0,,,,,,8044.18,28581.7,199.32,708.2,1187.69,4720.3,118.49,421.0,,,,,,,,,,,,,,,,,3.27,0.08,0.54,0.05,,,,,,,,,,,,,,,,3147130.0,1626.06,,639.045,163.724,321.786,16.3334,158.346,213.3,,,9690.47,34431.1,,,,12.6,40.2,46.8,,3.94,,,,,,,
Israel,2011,ISR,378530.0,1282080.0,1535060.0,,,,,,8688.93,31477.5,216.77,785.3,1198.57,4852.2,124.52,451.1,,,,,,,,,,,,,,,,,3.36,0.08,0.52,0.05,,,,,1584790.0,20.4,357065.0,4.6,317127.0,4.1,,,,,,3204190.0,1692.01,,795.141,155.705,312.864,14.45,150.711,219.9,,,10369.6,37566.1,,,,11.8,40.0,47.9,,4.02,,,,,,2258980.0,
Israel,2012,ISR,409930.0,1561740.0,1621470.0,,,,,,9267.25,34761.8,209.22,784.8,1258.25,5282.4,121.19,454.6,,,,,,,,,,,,,,,,,3.51,0.08,0.53,0.05,,,,,1625500.0,20.5,347687.0,4.4,258693.0,3.3,,,32.7,84.5,67.4,3606020.0,1886.74,,925.977,140.647,362.793,23.6166,160.732,240.8,,,11005.9,41283.6,,,,11.4,43.3,45.0,,4.16,,,38.4,21.9,39.7,2231880.0,
Israel,2013,ISR,408330.0,1569070.0,1687520.0,,,,,,9650.44,36991.6,209.44,802.8,1293.49,5547.5,132.27,507.0,,,,,,,,,,,,,,,,,3.5,0.08,0.53,0.05,,,,,1241990.0,15.4,358484.0,4.4,263101.0,3.3,,,33.2,84.8,67.6,3677850.0,1842.66,,923.443,131.548,382.247,16.6721,130.364,230.8,,,11439.4,43848.9,,,,11.1,42.7,45.9,,4.15,,,39.4,21.6,39.0,1863570.0,
Israel,2014,ISR,393780.0,1574510.0,1792700.0,,,,,,10129.8,39219.3,220.89,855.2,1336.15,5786.2,124.49,482.0,,,,,,,,,,,,,,,,,3.54,0.08,0.52,0.04,,,,,1260200.0,15.3,368649.0,4.5,264689.0,3.2,,,32.7,85.7,68.0,3778310.0,1889.62,,912.613,153.361,342.853,8.3334,162.436,232.3,,,11969.7,46342.6,,,,10.4,41.7,47.4,,4.18,,,40.5,21.0,38.5,1893540.0,
Israel,2015,ISR,390020.0,1600460.0,1832970.0,,,,,,10605.0,42223.4,216.7,862.8,1359.47,6043.4,125.08,498.0,,,,,,,,,,,,,,,,,3.62,0.07,0.52,0.04,,,,,1291030.0,15.4,380079.0,4.5,,,,,32.5,86.0,69.0,3845710.0,2041.17,,978.17,170.278,386.821,12.8572,201.05,246.0,,,12464.7,49627.7,,,,10.1,41.6,47.7,,4.26,,,40.4,21.0,38.6,1935650.0,
Israel,2016,ISR,376160.0,1605160.0,1915990.0,,,,,,11030.9,44398.5,218.86,880.9,1353.26,6074.25,130.49,525.2,,,,,,,,,,,,,,,,,3.62,0.07,0.5,0.04,,,,,1312030.0,15.4,388767.0,4.5,268160.0,3.1,,,31.6,86.7,68.4,3925180.0,,,,,,,,,,,12889.4,51878.8,,,,9.6,40.9,48.8,,4.24,,,41.0,20.1,38.8,1968960.0,
Israel,2017,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,86.5,69.2,,,,,,,,,,,,,,,,,,,,,,,,41.2,20.1,38.7,,
Italy,2000,ITA,10613800.0,9884400.0,2682700.0,294300.0,,,,,10799.2,6239.0,4078.37,2356.2,6280.83,3865.1,,,0.16,0.23,0.6,,12610.0,18012.0,46268.0,,76084.0,0.36,41471.0,0.2,111147.0,0.53,,,0.5,0.19,0.31,,43.43,41.63,,16.57,6224080.0,10.9,2629180.0,4.6,1770000.0,3.1,,,,,,23475300.0,1802.49,,329.026,127.218,142.447,4.7668,223.229,31.7,1.0,,21567.7,12460.3,76890.0,228702.0,1.09,45.8,42.6,11.6,33.62,1.0,,,9.7,54.8,35.5,10623300.0,
Italy,2001,ITA,11267100.0,9502700.0,2871900.0,,,,,,11190.0,6660.9,4188.62,2493.3,6971.14,4418.0,,,0.17,0.21,0.63,,13533.0,16995.0,50723.0,,77842.0,0.36,38873.0,0.18,119362.0,0.56,,,0.51,0.19,0.34,,43.72,42.5,,17.39,6218050.0,10.9,2689750.0,4.7,1812330.0,3.2,,,,,,23641700.0,2032.62,,340.404,132.701,165.742,7.0833,248.841,35.7,1.01,,22800.6,13572.2,81251.0,236077.0,1.1,47.7,40.2,12.1,34.42,1.04,,,9.8,57.0,33.2,10720100.0,
Italy,2002,ITA,11222100.0,9740400.0,3000700.0,,,,,,11478.7,7056.5,4172.45,2565.0,7315.88,4792.0,302.56,186.0,0.18,0.21,0.65,0.03,14857.0,17462.0,53057.0,2789.0,85687.0,0.39,39343.0,0.18,122358.0,0.56,5696.0,0.03,0.52,0.19,0.36,0.01,44.38,43.36,48.96,17.34,6216520.0,10.9,2724460.0,4.8,1854200.0,3.2,,,,,,23963200.0,2187.92,,384.709,137.694,184.917,18.3334,248.749,38.4,1.08,,23748.8,14599.5,88165.0,253084.0,1.16,46.8,40.6,12.5,34.84,1.08,,,10.2,55.9,33.9,10795200.0,
Italy,2003,ITA,10821800.0,10278800.0,3102500.0,,,,,,11006.2,6979.0,4071.93,2582.0,7398.07,5000.0,328.03,208.0,0.17,0.23,0.63,0.03,14342.0,19035.0,52672.0,2929.0,81189.0,0.37,42610.0,0.19,120736.0,0.55,5354.0,0.02,0.5,0.19,0.36,0.01,44.67,43.63,54.71,17.66,6239940.0,10.9,2736180.0,4.8,1913350.0,3.3,,,,,,24203100.0,2384.72,,418.273,144.016,163.052,7.4167,254.911,41.7,1.06,,23291.3,14769.0,88978.0,249889.0,1.13,44.7,42.5,12.8,35.61,1.06,,,10.7,53.6,35.7,10889500.0,
Italy,2004,ITA,10554000.0,10478300.0,3292200.0,,,,,,11202.3,7293.0,4181.07,2722.0,7223.18,5005.0,357.89,233.0,0.17,0.24,0.62,0.04,15113.0,20774.0,54434.0,3384.0,81822.0,0.37,44061.0,0.2,123266.0,0.55,6386.0,0.03,0.5,0.19,0.35,0.02,47.15,44.16,52.99,18.47,6284840.0,10.9,2752360.0,4.8,1986500.0,3.4,,,,,,24324400.0,2597.72,,510.92,153.066,212.287,22.4001,264.37,45.2,1.06,,23429.0,15253.0,93705.0,255535.0,1.14,43.4,43.1,13.5,36.67,1.05,,,11.6,51.3,37.0,11023700.0,
Italy,2005,ITA,10065900.0,10699800.0,3518600.0,,70725.0,32684.0,66976.0,4863.0,11828.9,7855.8,4067.34,2701.2,6673.87,4711.7,497.05,330.1,0.19,0.24,0.69,0.05,16706.0,21344.0,61177.0,4632.0,86609.0,0.39,45552.0,0.2,136618.0,0.61,8591.0,0.04,0.53,0.18,0.32,0.02,46.86,44.78,53.92,19.29,6275680.0,10.8,2773070.0,4.8,2015000.0,3.5,,,,,,24284300.0,2939.7,,530.421,167.959,204.446,15.2022,302.647,50.8,1.18,175248.0,23488.0,15598.8,103859.0,277370.0,1.24,41.5,44.1,14.5,37.44,1.04,,,12.3,49.9,37.8,11063800.0,
Italy,2006,ITA,9802500.0,10928800.0,3680600.0,,80082.0,36165.0,67688.0,8068.0,12105.5,8210.3,4271.56,2897.1,7080.51,5093.7,929.18,630.2,0.23,0.27,0.7,0.07,20437.0,24543.0,62907.0,6044.0,105357.0,0.46,50520.0,0.22,139217.0,0.61,10994.0,0.05,0.53,0.19,0.33,0.04,48.58,45.19,54.98,19.4,6275390.0,10.8,2822120.0,4.9,2029020.0,3.5,,,,,,24411900.0,3303.29,,586.315,156.482,260.919,20.2263,275.321,56.9,1.27,192002.0,24816.5,16831.3,113931.0,306088.0,1.34,40.2,44.8,15.1,37.22,1.08,,,12.9,48.7,38.4,11126500.0,
Italy,2007,ITA,9586800.0,10947500.0,3841100.0,,93760.0,35474.0,71063.0,8080.0,13603.0,9454.7,3804.51,2644.3,7457.06,5495.2,916.78,637.2,0.27,0.27,0.74,0.07,24878.0,24385.0,66814.0,6186.0,129341.0,0.56,48878.0,0.21,145417.0,0.64,10867.0,0.05,0.59,0.16,0.34,0.04,49.89,45.95,56.92,19.23,6263230.0,10.7,2855990.0,4.9,2033640.0,3.5,,,,,,24375300.0,3337.54,,589.603,156.288,228.85,22.3083,276.727,57.3,1.35,208376.0,26230.6,18231.4,122263.0,334503.0,1.46,39.3,44.9,15.8,36.55,1.13,,,13.5,47.8,38.7,11152900.0,
Italy,2008,ITA,9499100.0,11130500.0,4125100.0,,106643.0,34076.0,72474.0,7922.0,14293.8,10173.3,3396.09,2417.1,7662.03,5786.3,865.64,616.1,0.29,0.26,0.74,0.07,27181.0,23981.0,68356.0,6205.0,146492.0,0.63,48356.0,0.21,147615.0,0.64,10804.0,0.05,0.62,0.15,0.35,0.04,49.59,46.31,57.43,18.55,6277000.0,10.7,2874880.0,4.9,2013860.0,3.4,241100.0,7731000.0,,,,24754700.0,3194.48,,562.969,185.219,228.308,21.2596,315.44,54.5,1.36,221115.0,26685.4,18992.8,125723.0,353267.0,1.53,38.4,45.0,16.7,35.59,1.16,1.05,33.56,14.3,46.7,38.9,11165700.0,23039100.0
Italy,2009,ITA,9194300.0,11264400.0,4146700.0,,109768.0,33764.0,74949.0,8045.0,14147.3,10238.1,3488.57,2524.6,7548.27,5812.0,876.49,634.3,0.32,0.24,0.76,0.07,29248.0,22173.0,69317.0,6198.0,150193.0,0.66,45776.0,0.2,148055.0,0.65,10489.0,0.05,0.65,0.16,0.37,0.04,48.44,46.82,59.09,19.47,6297070.0,10.7,2856420.0,4.8,2011710.0,3.4,247800.0,7645400.0,,,,24605300.0,3116.84,,548.616,176.619,231.991,15.3657,249.373,52.8,1.39,226527.0,26543.6,19209.0,126936.0,354513.0,1.56,37.4,45.8,16.9,35.81,1.22,1.09,33.76,14.5,45.8,39.7,11165200.0,22649500.0
Italy,2010,ITA,8963000.0,11411700.0,4207900.0,,112212.0,34665.0,72299.0,6457.0,14555.1,10579.2,3697.67,2687.6,7311.28,5647.5,977.66,710.6,0.34,0.24,0.73,0.05,31212.0,21754.0,66498.0,4767.0,153355.0,0.68,45333.0,0.2,140573.0,0.62,8954.0,0.04,0.66,0.17,0.35,0.04,47.99,47.3,53.24,20.35,6353660.0,10.7,2887480.0,4.9,1980400.0,3.3,236100.0,7631700.0,,,,24582600.0,3132.38,,549.128,172.644,269.936,25.776,261.507,52.9,1.36,225632.0,27000.4,19624.9,124231.0,348215.0,1.55,36.5,46.4,17.1,35.68,1.22,1.05,33.96,14.8,44.9,40.3,11221500.0,22472400.0
Italy,2011,ITA,8861800.0,11514500.0,4283200.0,,112478.0,36153.0,73723.0,5741.0,14658.1,10825.3,3593.14,2653.6,7233.16,5669.2,897.07,662.5,0.33,0.25,0.73,0.05,30465.0,22840.0,67199.0,4420.0,151546.0,0.67,46587.0,0.21,140874.0,0.62,7998.0,0.04,0.66,0.16,0.35,0.04,49.03,47.7,55.26,20.1,6374340.0,10.7,2865830.0,4.8,1967570.0,3.3,218900.0,7692200.0,,,,24659500.0,3262.85,,553.965,136.077,261.351,21.1442,221.798,55.0,1.35,228094.0,26824.8,19810.6,124924.0,347005.0,1.54,35.9,46.7,17.4,36.0,1.2,0.97,34.12,15.0,44.0,41.0,11207700.0,22545500.0
Italy,2012,ITA,8923500.0,11767600.0,4565900.0,,120162.0,37851.0,76207.0,5959.0,14810.7,11107.2,4054.16,3040.4,7233.61,5747.8,809.53,607.1,0.36,0.26,0.74,0.05,33522.0,24259.0,69509.0,4468.0,162023.0,0.72,49093.0,0.22,145066.0,0.64,8133.0,0.04,0.68,0.19,0.36,0.04,49.41,47.92,54.94,20.69,6375690.0,10.7,2800880.0,4.7,1925930.0,3.2,218000.0,7637700.0,,,,25257000.0,3314.83,,583.09,163.126,256.509,11.3666,224.879,55.8,1.41,240179.0,27338.7,20502.5,131758.0,364315.0,1.61,35.3,46.6,18.1,36.17,1.26,0.97,33.93,15.8,42.8,41.4,11102500.0,22510800.0
Italy,2013,ITA,8746100.0,11775600.0,4737600.0,,124736.0,39023.0,76986.0,6019.0,15134.6,11480.4,3872.38,2937.4,7383.74,5938.2,826.71,627.1,0.37,0.27,0.73,0.05,34758.0,25376.0,67659.0,4615.0,171128.0,0.77,51274.0,0.23,141580.0,0.64,8462.0,0.04,0.71,0.18,0.37,0.04,49.49,47.79,54.54,20.31,6360910.0,10.6,2788620.0,4.6,1837770.0,3.1,214800.0,7579100.0,,,,25259200.0,3461.24,,585.09,134.22,271.52,11.5918,220.672,58.0,1.43,246764.0,27662.1,20983.1,132408.0,372444.0,1.68,34.6,46.6,18.8,35.55,1.3,0.97,34.24,16.4,41.8,41.8,,22136100.0
Italy,2014,ITA,8572000.0,12020900.0,4922100.0,,129271.0,38506.0,75235.0,6454.0,16125.6,12343.8,3866.58,2959.78,7163.01,5815.92,864.55,661.798,0.39,0.27,0.69,0.05,36687.0,25126.0,64095.0,4937.0,176527.0,0.79,51330.0,0.23,134203.0,0.6,9057.0,0.04,0.76,0.18,0.36,0.04,48.95,47.76,54.51,20.78,4657910.0,7.7,2809160.0,4.6,1820850.0,3.0,216500.0,7662500.0,,,,25514900.0,3497.22,,591.039,145.052,295.546,9.9715,229.845,57.5,1.4,249467.0,28454.5,21781.3,130845.0,371117.0,1.67,33.6,47.1,19.3,35.26,1.34,0.97,34.5,16.9,40.7,42.4,,22211000.0
Italy,2015,ITA,8445900.0,11964500.0,5087600.0,,136725.0,38669.0,76858.0,6915.0,16679.0,12886.4,3767.22,2910.6,6897.66,5653.0,914.95,706.9,0.43,0.28,0.7,0.06,39932.0,26034.0,66061.0,5312.0,189920.0,0.85,51952.0,0.23,138152.0,0.61,9580.0,0.04,0.78,0.18,0.34,0.04,50.11,47.82,55.45,21.03,,,,,,,213800.0,7721900.0,50.213,,,25498000.0,3607.14,,606.571,143.545,261.981,4.95,203.166,59.3,1.46,259167.0,28678.0,22157.0,137339.0,389604.0,1.73,33.1,46.9,20.0,35.25,1.34,0.95,34.48,17.6,40.1,42.3,,22394900.0
Italy,2016,ITA,8505400.0,12064600.0,5199900.0,,164471.0,38490.0,80226.0,6853.0,18029.6,14088.2,3725.82,2911.33,,5596.91,736.09,575.177,0.5,0.27,0.7,0.05,48022.0,26008.0,66327.0,5196.0,234902.0,1.03,52874.0,0.23,138208.0,0.61,9299.0,0.04,0.83,0.17,,0.03,49.19,47.99,55.88,20.44,,,,,,,218000.0,7841900.0,51.2,,,25769900.0,,,,,,,,,1.53,290040.0,29654.3,23171.6,145553.0,435283.0,1.91,33.0,46.8,20.2,33.44,1.37,0.96,34.58,17.7,39.9,42.4,,22677900.0
Italy,2017,ITA,8430400.0,11988700.0,5510700.0,,191960.0,38756.0,,6554.0,18861.6,14840.1,3734.91,2938.58,,,516.53,406.401,0.6,0.27,,0.05,58017.0,26373.0,,5065.0,283066.0,1.23,53224.0,0.23,,,9074.0,0.04,0.85,0.17,,0.02,49.55,,55.82,20.5,,,,,,,209400.0,7968100.0,51.8,80.6,70.9,25929800.0,,,,,,,,,1.61,317628.0,30241.5,23793.7,156044.0,482703.0,2.1,32.5,46.2,21.3,32.33,1.37,0.91,34.72,18.7,39.1,42.2,,22950200.0
Italy,2018,ITA,,,,,218822.0,39495.0,,6074.0,20075.6,15934.0,3964.85,3146.9,,,501.28,397.869,0.71,0.28,,0.05,69049.0,27106.0,,4794.0,326329.0,1.41,54284.0,0.23,,,8581.0,0.04,0.9,0.18,,0.02,49.93,,55.87,21.16,,,,,,,213600.0,8013300.0,,,,,,,,,,,,,1.72,345625.0,31790.7,25232.2,167683.0,526620.0,2.27,,,,31.84,1.43,0.92,34.62,19.3,38.3,42.4,,23143400.0
Italy,2019,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234600.0,8110300.0,,,,,,,,,,,,,,,,,,,,,,,,,1.01,34.84,19.6,37.8,42.5,,23280000.0
Japan,2000,JPN,11249700.0,31158900.0,21125800.0,,,,,,87627.4,10860200.0,12213.0,1513630.0,17757.2,2223510.0,5705.1,707069.0,,,0.29,,,,76453.0,,,,,,308525.0,0.48,,,,,,,,24.78,,,13293200.0,10.5,4306720.0,3.4,3727520.0,2.9,,,,,,63534400.0,10669.4,,4686.88,937.003,433.154,141.0,1099.18,84.1,,,123486.0,15304400.0,,,,17.7,49.0,33.3,,,,,,,,21595000.0,
Japan,2001,JPN,,,,,,,,,93426.3,11451000.0,12091.5,1482020.0,18155.1,2248220.0,2949.97,361570.0,0.25,0.07,0.3,0.02,66956.0,17497.0,79963.0,4954.0,629487.0,0.98,68887.0,0.11,330654.0,0.52,21386.0,0.03,2.2,0.28,0.43,0.07,25.4,24.18,23.16,10.64,13093600.0,10.3,4197400.0,3.3,3720720.0,2.9,,,,,,,12198.6,,5283.99,1075.19,568.131,178.869,1167.16,95.8,0.64,,126810.0,15542800.0,169370.0,1050410.0,1.64,,,,16.12,2.98,,,,,,21266900.0,
